"NºDePatrimonio";"DescrDoBem";"Fornecedor";"Marca";"Comentarios";"FormaAquis";"DocDeEntrada";"DataAquis";"ValorAquis";"CódigoDoFuncionário";"NúmeroDoDepartamento";"CódigoDaCategoriaDoBem";"CódDoGrupoDoBem";"SituaçAtualDoBem"
2030;"Monitor";"Vitor Miyamoto ME";"AOC";"18,5"" LED";;"NF Nº 000354";"11/01/13";"320,00";55;42;1;1;"Ativo"
1826;"Câmera Digital";"Vitor Miyamoto - ME";"Fuji";"S2800 HD 14MP Z18X";;"NF Nº 000076";"26/05/11";"759,00";55;6;1;4;"Ativo"
1827;"Coleção Jurídica";"Editora Liberty Ltda";;;;"NF Nº 000741";"09/06/11";"1830,00";56;40;1;5;"Ativo"
1828;"DVR";"Alves e Xavier Ltda";;"P/ Filmagem de Câmeras - 16 canais";;"NF Nº 000470";"18/07/11";"3150,00";55;6;1;4;"Ativo"
1829;"Cafeteira";"Arthur Ludgren Tecidos S/A";"Electrolux";"CM500 - 24X";;"NF Nº 001004";"28/07/11";"99,99";56;40;1;2;"Ativo"
1830;"Aparelho de Pressão";"Farmácia e Drogaria Estação Ltda";;"Premium";;"NF Nº 330646";"05/09/11";"62,36";22;3;1;3;"Ativo"
1831;"Aparelho Medidor-Glicemia";"Farmácia e Drogaria Estação Ltda";;"A. Chek Performa";;"NF Nº 330646";"05/09/11";"129,97";55;39;1;3;"Ativo"
1832;"Câmera";"Alves e Xavier Ltda";;"NS2535 470L 35 Leds 6mm";;"NF Nº 000530";"09/09/11";"295,00";55;6;1;4;"Ativo"
1833;"Câmera";"Alves e Xavier Ltda";;"NS2535 470L 35 Leds 6mm";;"NF Nº 000530";"09/09/11";"295,00";55;6;1;4;"Ativo"
1834;"Câmera";"Alves e Xavier Ltda";;"NS2535 470L 35 Leds 6mm";;"NF Nº 000530";"09/09/11";"295,00";55;6;1;4;"Ativo"
1835;"Câmera";"Alves e Xavier Ltda";;"Topway Tw 30X 480L";;"NF Nº 000530";"09/09/11";"1497,00";55;6;1;4;"Ativo"
1836;"Microcomputador";"Vitor Miyamoto - ME";;"Desktop Myatech Intel Core 15/HD Intera/ 4GB / DVD-RW";;"NF Nº 000117";"12/09/11";"1400,00";55;40;1;4;"Ativo"
1837;"Monitor";"Vitor Miyamoto - ME";"Philips";"LED 18.5";;"NF Nº 000117";"12/09/11";"470,00";55;40;1;4;"Ativo"
1838;"Impressora";"Vitor Miyamoto - ME";"HP";"Laser Mono M1132";;"NF Nº 000118";"12/09/11";"899,00";55;40;1;4;"Ativo"
1839;"Impressora";"Vitor Miyamoto - ME";"HP";"Laser Mono P1102";;"NF Nº 000118";"12/09/11";"459,00";55;40;1;4;"Ativo"
1840;"Impressora";"Vitor Miyamoto - ME";"HP";"Laser Mono P1102";;"NF Nº 000118";"12/09/11";"459,00";55;40;1;4;"Ativo"
1841;"Impressora";"Vitor Miyamoto - ME";"HP";"Laser Mono";;"NF Nº 000118";"12/09/11";"459,00";55;40;1;4;"Ativo"
2031;"Monitor";"Vitor Miyamoto ME";"AOC";"18,5"" LED";;"NF Nº 000354";"11/01/13";"320,00";21;7;1;1;"Ativo"
2032;"Roteador";"Vitor Miyamoto ME";"TP LINK";"TL-R480T+ LOAD BALANCE";;"NF Nº 000353";"11/01/13";"450,00";55;6;1;1;"Ativo"
2033;"Acess Point Wireless N";"Vitor Miyamoto ME";"TP LINK";"TL-WA901 ND repetidor / POE 300Mbps MIMO";;"NF Nº 000353";"11/01/13";"230,00";4;35;1;1;"Ativo"
2034;"Acess Point Wireless N";"Vitor Miyamoto ME";"TP LINK";"TL-WA901 ND repetidor / POE 300Mbps MIMO";;"NF Nº 000353";"11/01/13";"230,00";4;36;1;1;"Ativo"
2035;"Acess Point Wireless N";"Vitor Miyamoto ME";"TP LINK";"TL-WA901 ND repetidor / POE 300Mbps MIMO";;"NF Nº 000353";"11/01/13";"230,00";4;38;1;1;"Ativo"
2036;"Impressora";"Meta Computers - Comércio de Computadores e Suprimentos p/ Informática Ltda. EPP";;"Laser M1132";;"NF Nº 005201";"11/01/13";"660,00";30;2;1;1;"Ativo"
2037;"Impressora";"Meta Computers - Comércio de Computadores e Suprimentos p/ Informática Ltda. EPP";;"Laser M1132";;"NF Nº 005201";"11/01/13";"660,00";55;40;1;1;"Ativo"
2038;"Impressora";"Meta Computers - Comércio de Computadores e Suprimentos p/ Informática Ltda. EPP";;"Laser M1132";;"NF Nº 005201";"11/01/13";"660,00";55;40;1;1;"Ativo"
2039;"Impressora";"Meta Computers - Comércio de Computadores e Suprimentos p/ Informática Ltda. EPP";;"Laser M1132";;"NF Nº 005201";"11/01/13";"660,00";40;18;1;1;"Ativo"
2040;"Impressora";"Meta Computers - Comércio de Computadores e Suprimentos p/ Informática Ltda. EPP";;"Laser M1132";;"NF Nº 005201";"11/01/13";"660,00";55;40;1;1;"Ativo"
2041;"Impressora";"Meta Computers - Comércio de Computadores e Suprimentos p/ Informática Ltda. EPP";;"Laser M1132";;"NF Nº 005201";"11/01/13";"660,00";55;40;1;1;"Ativo"
2042;"Impressora";"Meta Computers - Comércio de Computadores e Suprimentos p/ Informática Ltda. EPP";;"Laser M1132";;"NF Nº 005201";"11/01/13";"660,00";55;40;1;1;"Ativo"
2043;"Impressora";"Meta Computers - Comércio de Computadores e Suprimentos p/ Informática Ltda. EPP";;"Laser M1132";;"NF Nº 005201";"11/01/13";"660,00";55;42;1;1;"Ativo"
2044;"Impressora";"Meta Computers - Comércio de Computadores e Suprimentos p/ Informática Ltda. EPP";;"Laser M1102";;"NF Nº 005201";"11/01/13";"660,00";55;40;1;1;"Ativo"
2045;"Impressora";"Meta Computers - Comércio de Computadores e Suprimentos p/ Informática Ltda. EPP";;"Laser M1132";;"NF Nº 005201";"11/01/13";"660,00";55;42;1;1;"Ativo"
2046;"Impressora";"Meta Computers - Comércio de Computadores e Suprimentos p/ Informática Ltda. EPP";;"Laser M1132";;"NF Nº 005201";"11/01/13";"660,00";55;40;1;1;"Ativo"
2047;"Impressora";"Meta Computers - Comércio de Computadores e Suprimentos p/ Informática Ltda. EPP";;"Laser M1132";;"NF Nº 005201";"11/01/13";"660,00";55;40;1;1;"Ativo"
2048;"Mesa";"Extra Eletro";"Lexus";"Escrivaninha";;"NF Nº 144056";"09/01/13";"259,00";22;34;1;1;"Ativo"
2049;"Mesa";"Extra Eletro";"Lexus";"Escrivaninha";;"NF Nº 144056";"09/01/13";"259,00";22;34;1;1;"Ativo"
2050;"Mesa";"Extra Eletro";"Lexus";"Escrivaninha";;"NF Nº 144056";"09/01/13";"259,00";22;34;1;1;"Ativo"
2051;"Mesa";"Extra Eletro";"Lexus";"Escrivaninha";;"NF Nº 144056";"09/01/13";"259,00";22;28;1;1;"Ativo"
2052;"Refrigerador";"Arthur Lundgren Tecidos S/A- Casas Pernambucanas";"Electrolux";"RE80 BCO 110V - Frigobar";;"NF Nº 614099";"18/01/13";"669,00";44;22;1;3;"Ativo"
2053;"Refrigerador";"Arthur Lundgren Tecidos S/A- Casas Pernambucanas";"Electrolux";"RE80 BCO 110V - Frigobar";;"NF Nº 614099";"18/01/13";"669,00";51;25;1;3;"Ativo"
2054;"Refrigerador";"Arthur Lundgren Tecidos S/A - CasasPernambucanas";"Electrolux";"RE80 BCO 110V - Frigobar";;"NF Nº 614100";"18/01/13";"669,00";32;12;1;3;"Ativo"
2055;"Refrigerador";"Arthur Lundgren Tecidos S/A - CasasPernambucanas";"Electrolux";"RE80 BCO 110V - Frigobar";;"NF Nº 614100";"18/01/13";"669,00";38;16;1;3;"Ativo"
2056;"Refrigerador";"Arthur Lundgren Tecidos S/A - Casas Pernambucanas";"Electrolux";"RE80 BCO 110V - Frigobar";;"NF Nº 614101";"18/01/13";"669,00";26;37;1;3;"Ativo"
2057;"Refrigerador";"Arthur Lundgren Tecidos S/A - Casas Pernambucanas";"Electrolux";"RE80 BCO 110V - Frigobar";;"NF Nº 614101";"18/01/13";"669,00";51;25;1;3;"Ativo"
2058;"Refrigerador";"Arthur Lundgren Tecidos S/A - Casas Pernambucanas";"Electrolux";"RE80 BCO 110V - Frigobar

 BCO 110V - Frigobar";;"NF Nº 614101";"18/01/13";"669,00";39;17;1;3;"Ativo"
2059;"Refrigerador";"Arthur Lundgren Tecidos S/A - Casas Pernambucanas";"Electrolux";"RE80 BCO 110V - Frigobar";;"NF Nº 614101";"18/01/13";"669,00";42;20;1;3;"Ativo"
2060;"Estabilizador";"Vitor Miyamoto ME";;"PTO 110V";;"NF Nº 000357";"16/01/13";"47,50";35;14;1;4;"Ativo"
2061;"Estabilizador";"Vitor Miyamoto ME";;"PTO 110V";;"NF Nº 000357";"16/01/13";"47,50";54;26;1;4;"Ativo"
2062;"Estabilizador";"Vitor Miyamoto ME";;"PTO 110V";;"NF Nº 000357";"16/01/13";"47,50";55;40;1;4;"Ativo"
2063;"Estabilizador";"Vitor Miyamoto ME";;"PTO 110V";;"NF Nº 000357";"16/01/13";"47,50";55;42;1;4;"Ativo"
2064;"Estabilizador";"Vitor Miyamoto ME";;"PTO 110V";;"NF Nº 000357";"16/01/13";"47,50";19;7;1;4;"Ativo"
2065;"Estabilizador";"Vitor Miyamoto ME";;"PTO 110V";;"NF Nº 000357";"16/01/13";"47,50";39;17;1;4;"Ativo"
2066;"Estabilizador";"Vitor Miyamoto ME";;"PTO 110V";;"NF Nº 000357";"16/01/13";"47,50";45;23;1;4;"Ativo"
2067;"Estabilizador";"Vitor Miyamoto ME";;"PTO 110V";;"NF Nº 000357";"16/01/13";"47,50";55;40;1;4;"Ativo"
2068;"Estabilizador";"Vitor Miyamoto ME";;"PTO 110V";;"NF Nº 000357";"16/01/13";"47,50";55;8;1;4;"Ativo"
2069;"Estabilizador";"Vitor Miyamoto ME";;"PTO 110V";;"NF Nº 000357";"16/01/13";"47,50";25;8;1;4;"Ativo"
2070;"Switch";"Meta Computer - Comércio de Computadores e Suprimentos p/ Informática Ltda. EPP";"HP";"D990A";;"NF Nº 005210";"23/01/13";"680,00";4;36;1;4;"Ativo"
2071;"Switch";"Meta Computer - Comércio de Computadores e Suprimentos p/ Informática Ltda. EPP";"HP";"D990A";;"NF Nº 005210";"23/01/13";"680,00";4;38;1;4;"Ativo"
2072;"Plastificadora";"Meta Computers - Comércio de Computadores e Suprimentos p/ Informática Ltda.EPP";;"Seladora (Plastificação máquina)";"Comprado";"NF Nº 005208";"22/01/13";"580,00";14;1;1;3;"Ativo"
2073;"Bancada";"José Roberto Cecon Mauá- ME";;;;"NF Nº 000007";"28/01/13";"1.675,00";55;39;1;3;"Baixado"
2074;"Bancada";"José Roberto Cecon Mauá - ME";;;;"NF Nº 000007";"28/01/13";"1.675,00";55;39;1;3;"Ativo"
2075;"Estação de Trabalho";"Ideal Designer Móveis para Escritório Ltda - ME";;"Baia de Atendimento";;"NF Nº 000053";"06/02/13";"600,00";55;40;1;3;"Ativo"
2076;"Impressora";"Acil Automação Comercial Informática Ltda";"Chronos";"De Cheques Matricial 31100";;"NF Nº 001854";"13/02/13";"1.020,00";22;28;1;1;"Ativo"
2077;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";32;12;1;1;"Ativo"
2078;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";32;12;1;1;"Ativo"
2079;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";32;12;1;1;"Baixado"
2080;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";55;40;1;1;"Ativo"
2081;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";42;20;1;1;"Ativo"
2082;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";40;18;1;1;"Ativo"
2083;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";55;40;1;1;"Ativo"
2084;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";46;24;1;1;"Ativo"
2085;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";55;42;1;1;"Ativo"
2086;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";55;40;1;1;"Ativo"
2087;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";53;13;1;1;"Ativo"
2088;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";55;40;1;1;"Ativo"
2089;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";56;40;1;1;"Ativo"
2090;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";31;11;1;1;"Ativo"
2091;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";44;22;1;1;"Ativo"
2092;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";55;42;1;1;"Ativo"
2093;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";51;25;1;1;"Ativo"
2094;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";51;25;1;1;"Ativo"
2095;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";55;42;1;1;"Ativo"
2096;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";22;35;1;1;"Ativo"
2097;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";55;42;1;1;"Ativo"
2098;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";22;27;1;1;"Ativo"
2099;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";55;40;1;1;"Ativo"
2100;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";38;16;1;1;"Ativo"
2101;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";53;26;1;1;"Ativo"
2102;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";45;23;1;1;"Ativo"
2103;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";38;16;1;1;"Ativo"
2104;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";36;15;1;1;"Ativo"
2105;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";43;21;1;1;"Ativo"
2106;"Ventilador";"Nova Casa Bahia S/A";;"40cm, V45 - 110v";;"NF Nº 019895";"19/02/13";"59,90";40;18;1;1;"Ativo"
2107;"Estofado";"Lojas Cem S.A.";;"Prado Marrom 2PC";"Comprado";"NF Nº 990322";"19/02/13";"1.100,00";42;9;1;3;"Ativo"
2108;"Estofado";"Lojas Cem S.A";;"Prado Marrom 2PC";"Comprado";"NF Nº 990322";"19/02/13";"1.100,00";42;9;1;3;"Ativo"
2109;"Estofado";"Lojas Cem S.A";;"Prado Marrom 2PC";;"NF Nº 990322";"19/02/13";"1.100,00";22;38;1;3;"Ativo"
2110;"Ventilador";"Prince Ventiladores e Equipamentos Ltda";;"Parede VPL Branco Grade Branca BIV. Ventisilva";;"NF Nº 005554";"27/02/13";"242,00";22;33;1;3;"Ativo"
2111;"Ventilador";"Prince Ventiladores e Equipamentos Ltda";;"Parede VPL Branco Grade Branca BIV. Ventisilva";;"NF Nº 005554";"27/02/13";"242,00";22;33;1;3;"Ativo"
2112;"Ventilador";"Prince Ventiladores e Equipamentos Ltda";;"Parede VPL Branco Grade Branca BIV. Ventisilva";;"NF Nº 005554";"27/02/13";"242,00";55;40;1;3;"Ativo"
2113;"Ventilador";"Prince Ventiladores e Equipamentos Ltda";;"Parede VPL Branco Grade Branca BIV. Ventisilva";;"NF Nº 005554";"27/02/13";"242,00";22;33;1;3;"Ativo"
2114;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";22;35;1;1;"Baixado"
2115;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";55;42;1;1;"Ativo"
2116;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";44;22;1;1;"Ativo"
2117;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";44;22;1;1;"Ativo"
2118;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";56;40;1;1;"Ativo"
2119;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";55;40;1;1;"Ativo"
2120;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";22;35;1;1;"Ativo"
2121;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";22;28;1;1;"Ativo"
2122;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";12;10;1;1;"Ativo"
2123;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";55;39;1;1;"Ativo"
2124;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";22;3;1;1;"Ativo"
2125;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";55;42;1;1;"Ativo"
2126;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";56;40;1;1;"Ativo"
2127;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";55;40;1;1;"Ativo"
2128;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";55;42;1;1;"Ativo"
2129;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";53;13;1;1;"Ativo"
2130;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";39;17;1;1;"Ativo"
2131;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";13;8;1;1;"Baixado"
2132;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";26;37;1;1;"Ativo"
2133;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";22;34;1;1;"Ativo"
2134;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";51;25;1;1;"Ativo"
2135;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";56;40;1;1;"Ativo"
2136;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";56;40;1;1;"Ativo"
2137;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";55;40;1;1;"Ativo"
2138;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";22;34;1;1;"Ativo"
2139;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";44;22;1;1;"Ativo"
2140;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";32;12;1;1;"Ativo"
2141;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";55;40;1;1;"Ativo"
2142;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";14;29;1;1;"Ativo"
2143;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";"SKY";"Fixa/Assento//Encosto Secretaria P.R";;"NF Nº 000056";"26/02/13";"56,00";14;29;1;1;"Ativo"
2144;"Purificador";"Everest Comércio de Refrigeração e Serviços Ltda";;"Água Soft Plus Branco 220V";;"NF Nº 007078";"05/03/13";"845,00";22;32;1;3;"Ativo"
2145;"Purificador";"Everest Comércio de Refrigeração e Serviços Ltda";;"Água Soft Plus Branco 220V";;"NF Nº 007078";"05/03/13";"845,00";22;35;1;3;"Ativo"
2146;"Purificador";"Everest Comércio de Refrigeração e Serviços Ltda";;"Água Soft Plus Branco 220V";;"NF Nº 007078";"05/03/13";"845,00";22;35;1;3;"Ativo"
2147;"Purificador";"Everest Comércio de Refrigeração e Serviços Ltda";;"Água Soft Plus Branco 220V";;"NF Nº 007078";"05/03/13";"845,00";56;40;1;3;"Ativo"
2148;"Mesa";"Ideal Designer Móveis para Escritório Ltda - ME";;"Estação de Trabalho c/ 2 GAV TB/PTO";"Comprado";"NF Nº 000059";"21/03/13";"460,00";17;4;1;1;"Ativo"
2149;"Mesa";"Ideal Designer Móveis para Escritório Ltda - ME";;"Estação de Trabalho c/ 2 GAV TB/PTO";"Comprado";"NF Nº 000059";"21/03/13";"460,00";6;4;1;1;"Ativo"
2150;"Mesa";"Ideal Designer Móveis para Escritório Ltda - ME";;"Estação de Trabalho c/ 2 GAV TB/PTO";;"NF Nº 000059";"21/03/13";"460,00";23;4;1;1;"Ativo"
2151;"Mesa";"Ideal Designer Móveis para Escritório Ltda - ME";;"Estação de Trabalho c/ 2 GAV TB/PTO";"Comprado";"NF Nº 000059";"21/03/13";"460,00";17;4;1;1;"Ativo"
2152;"Mesa";"Ideal Designer Móveis para Escritório Ltda - ME";;"Estação de Trabalho c/ 2 GAV TB/PTO";"Comprado";"NF Nº 000059";"21/03/13";"460,00";26;4;1;1;"Ativo"
2153;"Armário";"Ideal Designer Móveis para Escritório Ltda-ME";;"Balcão TB/PTO";;"NF Nº 000059";"21/03/13";"190,00";30;2;1;1;"Ativo"
2154;"Armário";"Ideal Designer Móveis para Escritório Ltda-ME";;"Balcão TB/PTO";"Comprado";"NF Nº 000059";"21/03/13";"190,00";17;4;1;1;"Ativo"
2155;"Armário";"Ideal Designer Móveis para Escritório Ltda-ME";;"Balcão TB/PTO";"Comprado";"NF Nº 000059";"21/03/13";"190,00";17;4;1;1;"Ativo"
2156;"Armário";"Ideal Designer Móveis para Escritório Ltda-ME";;"Balcão TB/PTO";"Comprado";"NF Nº 000059";"21/03/13";"190,00";6;4;1;1;"Ativo"
2157;"Armário";"Ideal Designer Móveis para Escritório Ltda-ME";;"Balcão TB/PTO";"Comprado";"NF Nº 000059";"21/03/13";"190,00";26;4;1;1;"Ativo"
2158;"Lavadora";"Lujet Comércio e Assistência Técnica ltda";;"AP JACTO J7000 220V";;"NF Nº 000028";"11/04/13";"1.395,00";22;3;1;2;"Ativo"
2159;"Scanner";"Vitor Miyamoto ME";"Epson";"Workforce GT-S50";;"NF Nº 000423";"02/05/13";"1.730,00";1;8;1;1;"Ativo"
2160;"Microcomputador";"Meta Computers";;;;"NF Nº 005278";"09/05/13";"1.050,00";55;40;1;1;"Ativo"
2161;"Microcomputador";"Meta Computers";;;;"NF Nº 005278";"09/05/13";"1.050,00";44;22;1;1;"Ativo"
2162;"Microcomputador";"Meta Computers";;;;"NF Nº 005278";"09/05/13";"1.050,00";55;40;1;1;"Ativo"
2163;"Microcomputador";"Meta Computers";;;;"NF Nº 005278";"09/05/13";"1.050,00";56;40;1;1;"Ativo"
2164;"Microcomputador";"Meta Computers";;;;"NF Nº 005278";"09/05/13";"1.050,00";32;12;1;1;"Ativo"
2165;"Microcomputador";"Meta Computers";;;;"NF Nº 005278";"09/05/13";"1.050,00";56;40;1;1;"Ativo"
2166;"Microcomputador";"Meta Computers";;;;"NF Nº 005278";"09/05/13";"1.050,00";56;40;1;1;"Ativo"
2167;"Microcomputador";"Meta Computers";;;;"NF Nº 005278";"09/05/13";"1.050,00";19;7;1;1;"Ativo"
1890;"Câmera";"Amatel Soluções Ltda";;"Mini - VM 320DN";;"NF Nº 000000";"27/06/12";"125,00";55;6;1;4;"Ativo"
1891;"Câmera";"Amatel Soluções Ltda";;"Mini - VM 320DN";;"NF Nº 000000";"27/06/12";"125,00";55;6;1;4;"Ativo"
1892;"Livro";"Saraiva e Siciliano";;"ÁLGEBRA LINEAR PARA CIÊNCIAS ECONÔMICAS, CONTÁBEIS E DA ADMINISTRAÇÃO.";;"NF Nº 8479";"03/07/12";"113,90";30;2;1;5;"Ativo"
1893;"Livro";"Saraiva e Siciliano";;"MANUAL DE CONTABILIDADE SOCIETÁRIA: APLICÁVEL A TODAS ÀS SOCIEDADES DE ACORDO COM AS NORMAS INTERNACIONAIS E DO CPC – 2010";;"NF Nº 8479";"03/07/12";"231,00";30;2;1;5;"Ativo"
